title,article
"정부, 전국민 대상 으뜸효율 가전제품 구매비 지원", 냉장고 김치냉장고 등 7개 품목 구입비 10 환급 정부가 에너지 효율이 높은 제품 확산을 위해 구매비 일부를 보전해준다 산업통상자원부 장관 성윤모 는 전 국민 대상 으뜸효율 가전제품 구매비 10 를 환급해준다고 29일 밝혔다 오는 11월1일부터 12월31일까지다 전기밥솥 공기청정기 김치냉장고 제습기 에어컨 냉온수기 냉장고 7개 품목이다 정부는 이번 지원으로 연간 약 1만5095메가와트시 MWh 에너지 절감을 기대했다 이는 약 4300가구 1년 전력사용량이다 삼성전자 LG전자뿐 아니라 중소 중견기업 제품을 대거 포함했다 개인별 20만원 한도에서 구입비의 10 를 환급받을 수 있다 다만 예산을 조기 소진할 경우 기한 내에 사도 돈을 돌려받지 못할 수도 있다 정부는 이 사업에 약 240억원을 배정했다 환급신청은 오는 11월6일부터 2020년 1월15일까지다 구입제품 효율등급 라벨 및 제조번호 명판 거래내역서 영수증 등을 구비해야 한다 온라인 홈페이지에서 접수한다 정산 및 입금 기간은 11월18일부터 2020년 1월31일까지다   
"통신장애 땐 이렇게 행동하세요…방통위, 행동요령 배포", 방송통신위원회 위원장 한상혁 는 통신장애 발생 시 국민들이 편리하게 활용할 수 있는 통신장애 시 이용자 행동요령 을 마련해 29일부터 통신사 대리점 및 방송통신 이용자 전용 홈페이지 www wiseuser go kr 에서 안내 배포한다고 밝혔다 작년 연말 KT 아현국사 화재 당시 유 무선전화나 인터넷서비스 뿐만 아니라 정보통신망을 기반으로 하는 카드결제 주문배달 의료 서비스 등에도 장애가 생겨 국민생활 전반에 광범위한 피해가 발생했다 하지만 정보통신 분야의 관련 매뉴얼은 주로 정부 또는 전기통신사업자의 시설 복구에 집중되어 있어 이용자의 대응 방법 안내에는 미흡하다는 문제점이 있었다 이에 방송통신위원회는 정부혁신 핵심과제로 지난 5월부터 일반 국민 소비자 단체 관련 사업자 등으로 국민정책참여단을 구성해 통신장애 발생 시 이용자의 입장에서 필요하거나 궁금한 사항에 대한 의견을 수렴하고 통신장애 시 이용자 행동요령 표준안을 마련했다 행동요령은 이용자가 최소한 알아 두어야 할 행동요령을 통신장애 발생 전 통신장애 발생 시 통신장애 복구 후 3단계로 구분해 정보그림 인포그래픽 으로 안내해 누구나 쉽게 활용할 수 있게 했다 단계별 자세한 행동요령에 대한 지침서도 마련했다 특히 KT 아현국사 통신장애로 피해가 컸던 자영업자들을 위해 대체장비 무선라우터 무선결제기 임대폰 등 긴급지원 방법 주문배달 등 영업 유지를 위한 다른 전화번호로의 착신 전환 서비스 신청 방법 등을 행동요령에 담았다 통신장애전에는 충전기 보조배터리 등 비상전원 공급장치를 확보하고 공공 와이파이망 설치 장소를 사전에 확인하는 것이 좋다 또한 정부의 통합 재난안전 포털 안전디딤돌 앱을 설치하는 것도 도움이 된다 또한 테더링 접속 방법을 사전에 숙지하고 119 112 등 통화 가능한 긴급전화도 사전에 인지하면 도움이 된다 통신장애가 발생했을 경우 휴대폰 자가진단 이후 초고속인터넷과 IPTV 등의 작동상태도 확인해야 한다 휴대폰이 작동하지 않을 경우에는 지상파TV나 라디오 DMB 등을 통해 재난여부를 확인해야 한다 자영업자의 경우 통신장애 시 주위에 가까운 통신사 대리점을 방문해 착신전환 서비스 신청 무료 및 가입한 카드사를 통한 ARS결제 서비스를 신청 후 이용하면 된다 한상혁 위원장은 통신장애 시 이용자 행동요령 마련을 계기로 이용자 불편과 피해를 최소화하여 안전한 통신 이용 환경을 조성하고 이용자의 권익이 보다 향상되기를 기대한다 고 밝혔다   
등본·신분증이 스마트폰으로 쏙…디지털정부 또 한번 혁신, 주민등록등본 등 각종 증명서가 스마트폰으로 들어온다 각종 증명서를 스마트폰에 저장해 필요할 때 손쉽게 꺼내 쓰는 것은 물론 위조 가능성이 높은 플라스틱 신분증도 모바일 신분증으로 대체된다 정부는 29일 국무회의를 열고 이러한 내용을 담은 디지털 정부혁신 추진계획 을 발표했다 이번 디지털 정부혁신 추진계획 은 과거 정부가 전자정부 서비스를 통해 ICT 산업 발전의 마중물 역할을 한 것처럼 인공지능과 클라우드 중심의 디지털 산업이 발전할 수 있도록 정부가 나서야 한다는 역할론에 의해 추진됐다 이에 정부는 대국민 서비스 혁신 공공부문 마이데이터 활성화 시민참여 플랫폼 고도화 스마트 업무환경 구현 클라우드와 디지털서비스 이용 활성화 개방형 데이터 서비스 생태계 구축 등 6대 우선 과제를 마련해 디지털 정부혁신을 추진한다 먼저 정부의 대국민 서비스를 신청에서 찾아가는 서비스로 바꾼다 국민 각자가 자신이 받을 수 있는지 서비스를 손쉽게 맞춤형으로 안내받고 신청할 수 있는 시스템을 구축한다 PC 모바일은 물론 인공지능 스피커를 통해 대화형으로 서비스를 안내받고 신청까지 할 수 있도록 할 계획이다 또한 블록체인을 활용해 거래 대출 등기까지 자동화하는 부동산거래 시스템과 같이 첨단기술을 활용한 도전적 서비스를 적극적으로 발굴해 추진한다 이밖에 한 개 아이디로 정부 웹사이트 전체를 이용할 수 있는 통합로그인 체계도 추진한다 공공부문 마이데이터 활성화를 통해 종이증명서의 불편함도 없앤다 민원인이 요청하면 보유기관의 동의 없이도 자신의 행정정보를 민원처리에 활용할 수 있도록 하고 더 나아가 공공부문에 있는 본인정보를 다운로드 받아 필요에 맞게 안전하게 이용할 수 있는 마이데이터 포털도 구축한다 특히 올해 말에는 주민등록등 초본을 전자지갑 형태로 스마트폰에 저장하고 관공서나 은행 등에 온라인으로 제출할 수 있는 전자증명서 서비스도 선보일 예정이다 이를 2020년까지 가족관계증명서 등 100종 2021년에는 인감증명서 등 300종까지 늘릴 계획이다 신분증도 스마트폰 안으로 들어간다 정부는 스마트폰 기반 디지털 신분증을 도입하기로 하고 공무원증과 같이 이용대상이 명확한 분야부터 시작해 단계적으로 확대하기로 했다 공무원의 일하는 방식도 혁신한다 공무원 1인당 2대씩 이용하는 컴퓨터를 1대의 노트북으로 교체하고 보안대책을 마련해 사무실은 물론 이동 출장 중에 자유롭게 활용할 수 있도록 할 예정이다 이를 위해 민간클라우드 기반의 가상PC를 이용하고 개방형 운영체제 OS 를 도입한다 또한 모든 업무자료는 클라우드에서 작성하여 공유하도록 하고 메신저 영상회의 등 각종 협업도구도 개선해 장소에 상관 없이 사무실과 같은 업무환경을 제공할 계획이다 공공부문에서 민간 클라우드 이용범위도 대폭 확대한다 안보나 수사 재판 내부시스템 등 민감한 분야를 제외한 모든 시스템이 민간 클라우드를 이용할 수 있도록 허용한다 또한 내부시스템도 관계부처 협의를 거쳐 민간 클라우드를 이용할 수 있게 된다 이를 위해 개방형 전자정부 클라우드 플랫폼을 구축하고 공공이 민간의 우수한 서비스를 적기에 도입 운영할 수 있도록 디지털 서비스 전문계약 제도도 도입한다 개방형 데이터 서비스 생태계 구축에도 나선다 그간 정부가 직접 운영하는 웹사이트 앱에서만 가능했던 민원신청 신고 등의 공공서비스이 네이버 등 민간 포털이나 웹에서도 이용할 수 있게 된다 아울러 기상 환경 교통 안전 등 국민 체감도가 높은 분야의 측정 관측 데이터뿐만 아니라 자율주행과 스마트시티 등 4차 산업혁명을 지원하는 데이터를 적극적으로 발굴 개방하기로 했다 이밖에 공공분야에서 운영 중인 156개 콜센터의 시스템을 단계적으로 통합해 전국 어디에서 전화해도 접수부터 완결까지 상담할 수 있는 체계를 구축하고 이를 통해 텍스트 국민신문고 에서 전화까지 모든 유형의 민원 빅데이터를 분석해 정책에 반영할 계획이다 디지털 취약계층에 대한 지원 및 교육도 강화하기로 했다 정부는 디지털 정부혁신 추진계획 의 성공적 추진을 위해 대통령비서실에 디지털정부혁신기획단을 설치하고 11월까지 각 분야별로 관계부처가 참여하는 태스크포스 TF 를 구성하는 등 적극 추진에 나설 예정이다 진영 행정안전부장관은 이번 방안에 담긴 과제들은 디지털 정부혁신의 시작에 불과하다 며 모든 정부 부처가 부처 칸막이를 넘어 국민을 위한 통합적인 서비스를 제공할 수 있도록 디지털 정부혁신을 속도감 있게 추진하겠다 고 밝혔다 최기영 과학기술정보통신부장관은 이번 방안을 통해 공공시장 창출 등 기업 성장의 기반이 제공되고 민간이 보다 주도적으로 정부혁신에 참여할 수 있게 되었다 며 특히 클라우드 등 소프트웨어 산업의 성장에 크게 기여할 것으로 기대된다 고 말했다   
지능형 스마트팜 구현하자…과기정통부·농림부·농진청 ‘맞손’, 과학기술정보통신부 장관 최기영 농림축산식품부 장관 김현수 농촌진흥청 청장 김경규 이 참여하는 스마트팜 다부처 패키지 혁신기술개발 사업이 예비타당성조사를 최종 통과했다 이번 사업은 2018년부터 3개 부 청이 공동 기획했다 사업 타당성을 인정받아 2021년부터 7년간 총 3867억원 국비 3333억원 민자 534억원 규모의 사업 추진이 가능해졌다 기존 스마트팜 R D가 농업 편의성 제고를 위한 1세대 스마트팜 개발에 집중했다면 이번 사업은 데이터 기반의 지능형 의사결정을 통해 저투입 고효율의 안정적 농축산물 생산이 가능한 스마트팜 구현을 목표로 하고 있다 이를 위해 정부는 스마트팜 기술 고도화 및 현장 실증 자동화된 지능형 농장 구현을 위한 차세대 원천기술 개발 등 2개 내역 사업을 구성해 연구할 계획이다 3개 부 청은 동 사업 추진을 위한 별도의 사업단을 설립해 범부처 스마트팜 R D 컨트롤타워 역할을 부여할 계획이다 또한 동 사업에 참여하는 연구자들이 연구 데이터를 저장 분석 공유할 수 있도록 스마트팜 R D 빅데이터 플랫폼도 내년에 구축한다 윤동진 농식품부 농업생명정책관과 홍성진 농촌진흥청 연구정책국장은 이번 사업을 통해 국내 스마트팜 기술이 한 세대 발전할 것 이라고 밝히며 청년들이 농업에서 매력을 느끼고 농업에 도전할 수 있도록 스마트팜 R D를 통해 인식 대전환을 가져오겠다 라고 밝혔다 최원호 과기정통부 거대공공연구정책관은 인공지능과 빅데이터 로봇 에너지 등 기초 기반기술과 농업 간 가교역할을 충실히 해 우리 농업이 글로벌 경쟁력 있는 산업으로 자리매김할 수 있도록 힘쓰겠다 라고 말했다   
브렉시트 선제 대응…韓英 FTA 국회 비준동의 완료, 영국 EU 탈퇴 자동 발효 EU 양허 동일 적용 우리나라와 영국이 영국의 유럽연합 EU 탈퇴를 대비해 자유무역협정 FTA 을 맺었다 브렉시트 Brexit 영국의 EU 탈퇴 가 일어나면 발효한다 산업통상자원부 장관 성윤모 는 한 영 FTA가 국회 본회의를 통과했다고 28일 밝혔다 영국이 EU를 탈퇴하면 자동적으로 발효한다 아시아 국가가 영국과 FTA를 맺은 것은 우리나라가 처음이다 지난 2011년 7월 EU와 체결한 양허를 기본으로 했다 모든 공산품 관세 철폐를 유지했다 3년 한시적으로 EU산 재료를 써도 역내산으로 인정키로 했다 한편 산업부는 오는 29일부터 기업 대상 한 영 FTA 지역 설명회를 개최한다 자세한 내용은 FTA콜센터 FTA 종합지원센터 전국 FTA 활용지원기관에서 확인할 수 있다   
"전파올림픽 개최…한국, 5G 주파수 추가분배 유리한 고지를 점령하라", 전파올림픽으로 불리는 세계전파통신회의 WRC 19 World Radiocommunication Conference 가 10월 28일부터 11월 22일까지 4주간 이집트 샤름엘셰이크에서 진행된다 WRC 19는 주파수 국제 분배 및 전파통신분야 중요 사항을 결정하는 ITU 국제전기통신연합 최고 의결회의로 4년마다 개최된다 전파 혼간섭 방지 및 산업 입장에서는 규모의 경제 달성을 위해 주파수의 국제 조화는 중요하다 특히 최근 신산업 확대로 인해 주파수 수요가 급증하면서 WRC에서 주파수 분배 중요성이 강조되고 있다 우리나라는 박윤규 전파정책국장을 수석대표로 관계부처 국방부 산학연 삼성 KTsat ETRI TTA 등 17개 기관에서 분야별 전문가 46명으로 구성된 정부 대표단을 파견해 의제 별로 우리나라의 입장이 최대한 반영될 수 있도록 노력한다 이번 회의에서는 5세대 5G 이동통신 주파수 분배 이동형위성지구국 ESIM 주파수 분배 무선랜주파수 공급 전세계 해상조난안전시스템 GMDSS 현대화를 위한 전파규칙 개정 등에 대해 논의한다 전세계적으로 각국은 의제별로 복잡하게 얽힌 이해관계를 보이지만 크게 이동통신 진영 미국 한국 위성 진영 유럽 러시아 으로 나뉘어 대립 양상을 보이는 상황이다 각국은 자국의 이해관계에 따라 타국과 전략적인 협력 협상을 진행할 것으로 예상된다 우리나라는 5G 주파수 추가 분배 등 주요 의제에 국내 입장이 유리하게 반영될 수 있도록 주요국과 수시 협력회의를 개최하는 등 전략적으로 대응할 계획이다 박윤규 전파정책국장은 2019년은 5G 상용화 원년이자 WRC가 개최되는 전파분야에서 의미 있는 해라고 할 수 있다 라며 국제논의 과정에 우리나라의 국익을 최대한 반영할 수 있도록 한국 대표단은 최선을 다할 것 이라고 밝혔다   
"TTA-COMPA, 과학기술 융합·산업발전 ‘맞손’", 한국정보통신기술협회 회장 박재문 이하 TTA 와 과학기술일자리진흥원 원장 배정회 이하 COMPA 은 과학기술 융합 분야의 R D 성과 품질 확보 및 산업 발전을 위한 업무협약 체결식을 25일 TTA에서 개최했다고 밝혔다 TTA와 COMPA는 과학기술 융합 분야의 R D 성과 품질 확보 산업 발전을 위한 공동사업 수행 등을 통해 우수 기술의 조기 상용화 기여 및 잠재적 가치 향상 등을 도모하기로 했다 향후 TTA와 COMPA는 과학기술 융합 분야의 유망기업 및 우수 연구 성과 관련 정보 공유와 과학기술 R D 성과 품질 확보를 위한 시험 인증 서비스 활용 등에 협력할 예정이다 TTA 박재문 회장은 이번 COMPA와의 업무 협약을 통해 과학기술 융합 분야의 R D 성과물 품질 확보뿐 아니라 다양한 활동에서 시너지 효과를 기대한다 며 이번 업무 협약을 계기로 양 기관이 상호 업무 지원은 물론 국가 산업 발전에 이바지 할 수 있도록 긴밀히 협력 하겠다 고 밝혔다 COMPA 배정회 원장은 TTA COMPA 간 교류 협력을 통해 과학기술 융합 분야의 우수 연구성과 및 유망기술을 바탕으로 혁신성장동력을 발굴하고 다양한 공동사업을 추진함으로써 과학기술 융합 분야 발전에 적극 기여하겠다 고 강조했다   
"최기영 과기정통부 장관, 한·아세안 정보통신장관회의 참석", 최기영 과학기술정보통신부 장관은 장관 취임 첫 해외 행보로 10월 24 25일 라오스 비엔티안에서 개최된 제14차 한 아세안 정보통신장관회의 TELMIN 에 참석해 디지털 변혁을 위한 스마트 연계성 Smart Connectivity for Digital Transformation 을 중심으로 미래 정보통신분야 협력방향을 논의했다 이번 정보통신장관회의는 아세안 사무국 대표 및 회원국 10개국 장 차관과 함께 2019년과 2020년 정보통신협력사업을 제안 승인하고 향후 협력 분야에 대한 논의를 하는 자리이다 특히 올 11월말 개최될 한 아세안 특별정상회의를 한 달여 앞두고 지난 30년간 정보통신분야의 협력성과를 되짚고 향후 30년을 향한 한 아세안의 평화를 향한 동행 모두를 위한 번영 을 위해 정보통신협력이 가야할 길을 모색하는 의의를 갖는다 과기정통부는 한국과 아세안이 디지털 혁신과 공동 번영의 동반자로서 5G 인공지능 AI 데이터 등 정보통신기술의 발전에 따른 혜택을 함께 누릴 수 있도록 협력적 관계를 강화하기로 했다 이를 반영하는 2020 한 아세안 ICT 협력계획 을 제안해 제14차 한 아세안 공동선언문 참고 을 통해 합의 승인하였다고 밝혔다 최기영 장관은 이번 기회를 통해 디지털 변혁 시대에서 양측이 지속적인 협력을 통해 함께 발전하는 디지털 생태계를 조성해나갈 것 이라고 강조했다 한편 최기영 장관은 이번 회의에 참석한 라오스 브루나이 장관 및 베트남 차관과 양자면담을 갖고 그간 정상순방을 계기로 체결한 ICT MOU를 기반으로 5G 사이버보안 IT 인력양성 등 양국 공동 관심분야와 관련한 구체적인 협력수요에 기반한 ICT협력을 확대해 나가기로 합의했다   
ITU 전파통신총회에 역대 가장 많은 의장단 진출, 과학기술정보통신부 장관 최기영 국립전파연구원은 21일 25일 이집트 샤름 엘 셰이크에서 열린 2019년 국제전기통신연합 전파통신총회 ITU RA 19 International Telecommunication Union Radiocommunication Assembly 19 에서 ITU 전파통신 부문 의장단으로 7명의 부의장을 진출시켰다고 밝혔다 과기정통부는 우리나라가 역대로 가장 많은 의장단을 확보한 것으로 올해가 한국ITU연구위원회를 발족시켜 ITU에 본격적으로 대응한지 20년이 되는 해라는 점에서 볼 때 의미가 크다 고 설명했다 특히 이번 ITU RA 19에서는 이동통신 이슈 등을 다루는 Study Group5에 부의장을 추가로 진출시켰다 지난 4월 세계 최초로 5G 이동통신을 상용화한 우리나라로서는 향후에도 국제 표준화를 주도할 수 있는 기반이 마련되었다고 평가할 수 있다 이외에도 우주 및 천문 등을 연구하는 Study Group7에도 새롭게 부의장을 배출했다 우리나라 전파통신 전문가들이 ITU 전파통신 부문의 연구반 의장단에 대거 진출함에 따라 향후 전파의 사용 관련 표준의 연구 및 개발 과정에서 국제적 영향력이 강화될 것으로 전망된다 과기정통부는 민간과 협력해 ITU 활동에 적극 참여하고 세계적으로 경쟁하는 전파 영역에서 우리나라의 위상을 공고히 하는 데에 노력할 것 이라고 밝혔다 한편 WRC 19는 10월 28일 11월 22일 같은 장소에서 4주간 열릴 예정이다   
美中 무역합의 ‘파란등’ vs 브렉시트·韓日갈등 ‘빨간등’…세계 경제 영향은?, 긍정 부정 신호 혼재 불확실성 여전 美中 11월 합의서 서명 여부 관심 미국과 중국의 무역전쟁 휴전협상이 순조롭다 미국이 1단계 합의 체결 기대감을 높였다 영국의 유럽연합 EU 탈퇴는 여전히 미궁을 빠져나오지 못했다 탈퇴 시기 연장을 두고 영국 정부와 의회 EU가 눈치싸움 중이다 일본의 한국 수출규제 강화까지 정치적 불확실성이 세계 경제 발목을 잡고 놓아줄 줄을 모른다 25일 현지시각 미국 무역대표부 USTR 은 미국과 중국 무역협상 관련 성명을 발표했다 USTR은 미국과 중국은 일부 분야 합의 마무리 단계에 근접했다 고 전했다 양국은 지난 10 11일 현지시각 미국 워싱턴DC에서 고위급 무역협상을 했다 미국 도널드 트럼프 대통령이 중국 류허 부총리를 만났다 중국 시진핑 국가주석은 친서를 보냈다 양국 오는 11월 아시아태평양경제협력체 APEC 정상회의에서 양국 정상이 1단계 무역합의에 서명하는 것을 목표로 하고 있다 미국은 일단 지난 15일부터 중국산 제품 2500억달러에 대한 관세율 5 포인트 상향을 유보했다 중국은 최대 500억달러 미국산 농산물을 구입키로 했다 미국과 중국의 무역전쟁 방향을 알 수 있게 된 것은 세계 경제에 긍정적이다 양국은 중국의 환율개입 자제 지적재산권 보호 금융시장 개방 확대 등에 대해서도 논의를 하고 있는 것으로 알려졌다 진척 정도는 전해지지 않았다 이 부분에서 양국 의견이 접근한다면 양국의 휴전은 2단계 3단계로 발전할 가능성이 있다 접근하지 못한다면 1단계 휴전은 미봉에 그칠 확률이 높다 기업은 이를 상정하고 전략을 짜면 된다 가시화 하는 줄 알았던 브렉시트 Brexit 영국의 EU 탈퇴 는 다시 안갯속으로 들어갔다 브렉시트는 유럽 경제에 수년째 악재로 작용했다 특히 영국에 근거지를 두고 EU를 공략하는 기업의 판단이 쉽지 않다 브렉시트는 오는 31일이 디데이다 그럼에도 불구 조건과 시기를 여전히 특정할 수 없다 영국 정부와 EU는 17일 현지시각 벨기에에서 EU정상회의를 앞두고 1국가 2관세 를 골자로 하는 브렉시트에 합의했다 영국 북아일랜드를 EU관세동맹에 남기는 방안이다 영국 의회가 반대했다 브렉시트 관련 국내법이 미비하다는 이유에서다 국내법 정비를 우선하기엔 시간이 모자랐다 보리스 존슨 영국 총리는 무조건 31일에 EU에서 탈퇴해야 한다는 입장 의회는 존슨의 노딜 합의 없는 브렉시트를 막기 위해 협상을 못하면 내년 1월31일까지 브렉시트를 연기해야 한다는 법을 만들어뒀다 존슨 총리는 조기 총선을 제안했다 12월 선거를 하자고 했다 야당도 긍정적이다 셈법은 같다 의회를 장악 원하는대로 브렉시트를 하고 싶기 때문이다 EU는 연기는 해주기로 했다 언제까지는 못 정했다 머릿속이 복잡하긴 EU도 마찬가지다 영국 정가의 혼란이 예단을 쉽지 않게 한다 한국과 일본은 세계무역기구 WTO 분쟁절차를 개시했다 일본은 지난 7월 한국에 대한 반도체 디스플레이 관련 제품 3종 수출심사를 강화했다 8월 한국을 수출우대국에서 제외했다 우리나라가 한일청구권협정을 위반했다며 경제보복 카드를 꺼냈다 우리 정부는 소재 부품 장비 일본 의존도 낮추기에 나섰다 이낙연 국무총리가 지난 24일 일본 아베 신조 총리를 만났다 아베 총리는 우리나라가 한일청구권협정을 지키지 않았다는 태도를 유지했다 소재 부품 장비 공급망 안정화는 시간이 필요하다 국내 반도체 디스플레이 업계 생산차질 위험은 상존한다 국내 반도체 디스플레이 생산 우려는 세계 정보통신기술 ICT 공급망 타격으로 이어질 수 있다   
혐오 악플 차단될까…박선숙 의원 등 ‘설리법’ 발의, 악성 댓글 등 혐오 차별 표현을 담은 정보의 유통을 규제하는 이른바 설리법 이 발의됐다 최근 고인이 된 연예인 설리 등 특정인을 겨냥한 인격 모독성 댓글 양산이 심각해지면서 이러한 악성 게시글 폐해를 막기 위한 입법 조치다 국회 과학기술정보방송통신위원회 소속 박선숙 의원 바른미래당 은 25일 이러한 내용의 정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 을 대표 발의했다 개정안은 불법 정보에 혐오 표현 등을 포함하고 이용자의 요청이 있는 경우 정보통신서비스 제공자가 혐오 표현 등을 삭제하도록 하는 내용을 골자로 한다 혐오 표현 등은 특정 개인 또는 집단에 대한 편견을 야기하고 사회 갈등을 조장하는 만큼 정보통신망에서의 유통에 대한 규제가 필요하다는 문제 제기다 이에 따라 차별 혐오적 표현을 쓴 게시물이나 댓글 등을 플랫폼 사업자가 사전에 인지해 삭제하고 게시자의 IP 접근을 차단하거나 이용을 중지할 수 있는 법적 토대가 마련된다 현행법에 따르면 사람을 비방할 목적으로 공공연하게 사실이나 거짓의 사실을 드러내어 타인의 명예를 훼손하는 내용의 정보 는 불법 정보로 규정되어 유통을 금지할 수 있다 또 사생활 침해나 명예훼손 등 타인의 권리가 침해된 경우 해당자가 정보통신서비스 제공자에게 침해 사실을 소명하고 정보의 삭제 또는 반박내용 게재를 요청할 수 있다고 명시했다 개정안은 혐오 차별적인 악성 댓글 등을 불법 정보에 포함하고 공격당하는 당사자만이 아니라 그걸 본 누구라도 삭제를 요구할 수 있도록 했다 정보통신서비스 제공자가 정보 삭제요청에 대해 권리 침해 여부를 판단하기 어려운 경우 등에는 해당 정보 접근을 30일 이내 임시 차단할 수 있다는 조항을 보완했다 또 정보통신서비스 제공자가 임시조치를 한 경우 임시조치의 대상이 된 정보의 내용과 임시조치 기간 등을 방송통신위원회에 즉시 보고하여야 한다는 조항을 추가했다 악성 댓글로 인한 사회적 논란은 계속될 것으로 보인다 카카오도 이날 긴급 간담회를 통해 카카오톡 샵 탭의 실시간 이슈 검색어를 중지하고 연예 섹션 뉴스 댓글도 잠정 폐지하겠다고 밝혔다 연내 인물 관련 검색어 제공도 사라질 예정이다   
"“실리콘밸리서 출퇴근시간 확인하나” 4차위, 일률적 주52시간제 반대", 인재들의 요람인 실리콘밸리에서 출 퇴근 시간을 확인한다는 이야기는 들어본 적 없다 대통령직속 4차산업혁명위원회 이하 4차위 위원장 장병규 가 주52시간제 일률적 적용 등 경직된 법적용에서 탈피해야 한다고 밝혔다 25일 4차위는 서울 웨스틴조선호텔에서 4차 산업혁명 글로벌 정책 컨퍼런스 를 개최하고 4차 산업혁명 대정부 권고안을 발표했다 권고안에는 혁신의 주체인 인재를 육성하고 그들이 마음껏 활동할 수 있도록 주 52시간제 등 노동제도 개선 대학 자율화 산업별 맞춤형 지원 등이 포함돼 있다 분야별 주요 권고사항을 살펴보면 사회혁신의 경우 다양한 노동형태를 포용할 수 있도록 노동 제도를 개선하고 대학의 다양화와 재정 및 의사결정의 자율권 강화를 통한 고등교육 개혁을 이뤄 혁신 인재를 성장시킬 수 있는 기반을 마련해야 한다 현행 법제에서는 플랫폼 노동자 등장과 이에 따른 변화도 포용하기 어렵다는 판단이다 이와 함께 6대 전략산업 혁신을 활성화하기 위해 산업분야별 특성에 맞는 맞춤형 대응이 필요하다 4차위는 지능화혁신으로 경제효과가 큰 바이오헬스 제조 금융 스마트도시 모빌리티 물류와 미래비전 차원에서 농수산식품을 6대 전략 분야로 선정했다 산업별 지능화 혁신이 촉진될 수 있도록 혁신을 저해하는 규제를 선진화하고 조력자로서의 정부 역할을 강화해야 한다 아울러 산업혁신과 사회혁신의 기반이 되는 기술 데이터 스타트업 생태계 혁신을 가속화해야 한다고 의견을 내놓았다 데이터의 안전하고 자유로운 이용 기반을 구축하고 정보 활용을 저해하는 망분리 정책을 개선하는 등 사이버보안 정책방향을 대전환해야 한다는 시사점도 보여줬다 암호자산의 법적 지위를 마련해야 한다는 목소리도 나왔다 장병규 4차위원장은 4차위가 마련한 권고안에 여러 논란이 있을 수 있다 4차 산업혁명의 큰 변화를 고려한다면 논란과 충돌은 어쩌면 당연하다 며 그럼에도 선도국과 격차가 크지 않은 지금 우리가 빠르게 대응한다면 새 시대 퍼스트 무버로 도약할 수 있다 고 말했다 이어 4차 산업혁명시대 우리가 먼저 바꾸지 않으면 바뀌게 될 것 이라며 변화를 강요받기보다 스스로 바꿀 수 있기를 바라며 이를 위해 국가 차원의 적극적 대응이 필요하다 고 강조했다   
“노사합의 지켜라” 12월 집배원 파업 예고…집배보로금 합의될까?, 25일 전국우정노조는 우정사업본부가 노사합의를 제대로 이행하지 않는다고 질타하며 다음 달까지 대책을 마련하지 않으면 12월 초 집배원 토요일 배달 거부를 시작으로 파업에 나설 것을 예고했다 지난 7월 극적으로 협상을 타결한 노사는 집배원 증원 주5일 근무제 등에 합의한 바 있다 그러나 노조는 노사합의 이후에도 집배원 4명이 목숨을 잃었으며 우정사업본부가 집배보로금지급을 중단한 점 등을 지적했다 이에 우정사업본부는 현재 우편사업 재정수지가 악화되어 현금 확보에도 큰 어려움을 겪고 있으며 집배보로금 지급에 대해선 지난 7월8일 노사합의사항에는 포함되지 않았다는 입장을 내놓았다 집배보로금의 경우 국가공무원법에 따라 공무원에게 지급하는 봉급 수당이 아닌 복리후생비 로 예산당국과 협의 올해 확보된 예산 범위 내에서 지급할 수 있다 자체적으로 마련한 내부 기준에 따라 집배보로금을 지급해오고 있는데 법적 근거가 없어 예산증액이 어렵다는 판단이다 집배보로금은 연간 151억원 수준이다 그러나 지급단가 인상 인력 증원 공무원 전환 등 사유로 집배보로금 부족액은 지난해 33억원에 달했다 올해는 76억원으로 예상된다 우정사업본부는 연초부터 지급단가 조정이 필요하며 단가 조정 없이 지급될 경우 8월말 예산이 소진돼 그 이후 지급할 수 없음을 설명하고 관련 자료를 전 직원과 공유했다 며 노조와 협의를 수차례 진행했으나 조정안에 합의하지 못해 예산범위 내에서 8월분까지 지급하고 보로금 지급을 종료했다 고 말했다 이어 내년도 집배보로금 부족과 관련해 예산증액을 위해 예산당국과 협의하고 있고 국가공무원법에 따른 수당으로 규정하기 위해 관계부처와도 논의하고 있다 고 덧붙였다 집배인력 증원 988명 에 대해서는 단계별로 진행한다 퇴직자 직종 전환 배치 100명은 지난달 정원 조정 및 채용공고를 완료해 다음 달 현장 배치된다 당일특급 위탁 138명은 다음 달 위탁업체 선정 이후 연고지 희망전보 내년도 퇴직예정 정원 우편원 직종전환 정원 등을 활용해 연말까지 재배치 완료한다 소포위탁배달원 750명은 구인 차량 보급 등을 고려해 9월 120명 10월 380명 12월 250명 등 3단계로 배치하기로 합의했다 우정사업본부는 어려운 경영 여건에도 상호 신뢰와 성실의 원칙을 바탕으로 합의한 집배인력 증원 농어촌 집배원 주5일 근무체계 구축을 위한 사회적 합의기구 운영 등 7개 노사합의사항을 차질 없이 추진하고 있으며 노사합동이행점검 태스크포스 TF 를 통해서도 점검하고 있다 고 전했다   
